426;Grand Properties Sp. z o.o.;2015-08-20;ul. Żurawia 22;mazowieckie;00-515;Warszawa;https://www.otodom.pl/shop/grand-properties-sp-z-o-o-ID4e1h/;0;Żurawia;22
427;Graph'it;2019-06-19;Stępińska 22/30/424;mazowieckie;00-739;Warszawa;https://www.otodom.pl/shop/graphit-IDqwZi/;0;Stępińska;22/30/424
428;GREAT HOME;2020-07-14;Płocka 5a/119;mazowieckie;01-231;Warszawa;https://www.otodom.pl/shop/great-home-IDwtsQ/;0;Płocka;5a/119
429;Great House Sp z o.o.;2016-02-23;Al. Jerozolimskie 81;mazowieckie;02-001;Warszawa;https://www.otodom.pl/shop/great-house-sp-z-o-o-ID5QsT/;0;Al. Jerozolimskie;81
430;Green House Development;2016-02-15;ul. Puławska 2;mazowieckie;02-556;Warszawa;https://www.otodom.pl/shop/green-house-development-ID5Mch/;0;Puławska;2
431;Green House Development;2015-11-16;ul. Puławska 2;mazowieckie;02-566;Warszawa;https://www.otodom.pl/shop/green-house-development-ID4Z0T/;0;Puławska;2
432;GREEN HOUSE NIERUCHOMOŚCI;2019-01-16;Konstancińska 2 / U21;mazowieckie;02-942;Warszawa;https://www.otodom.pl/shop/green-house-nieruchomosci-IDnjPS/;0;Konstancińska;2 / U21
433;GREEN STREET NIERUCHOMOŚCI SP. Z O.O.;2019-08-20;Aleje Jerozolimskie 85/21;mazowieckie;02-001;Warszawa;https://greenstreet.otodom.pl;0;Aleje Jerozolimskie;85/21
434;GREGO Grzegorz Przybylski;2019-04-25;Aleja Wilanowska, 9A/105;mazowieckie;02-765;Warszawa;https://www.otodom.pl/shop/grego-grzegorz-przybylski-IDpFVo/;0;Aleja Wilanowska;9A/105
435;Gronkiewicz Nieruchomości;2018-01-04;Conrada 10;mazowieckie;01-922;Warszawa;https://www.otodom.pl/shop/gronkiewicz-nieruchomosci-IDeBvE/;0;Conrada;10
436;Gronkiewicz Nieruchomości;2017-03-14;Przy Agorze, 13a m 15;mazowieckie;01-960;Warszawa;https://www.otodom.pl/shop/gronkiewicz-nieruchomosci-IDa5j6/;0;Przy Agorze;13a m 15
437;GRS Sp. z o.o.;2019-09-02;Targowa 67 lok. 2A;mazowieckie;03-729;Warszawa;https://www.otodom.pl/shop/grs-sp-z-o-o-IDtpVj/;0;Targowa;67 lok. 2A
438;Grupa Homer;2017-03-01;Plac Bankowy 2;mazowieckie;00-095;Warszawa;https://www.otodom.pl/shop/grupa-homer-ID9eKO/;0;Plac Bankowy;2
439;GRUPA INCO S.A.;2018-11-23;Wspólna 25;mazowieckie;00-519;Warszawa;https://www.otodom.pl/shop/grupa-inco-s-a-IDmiEv/;0;Wspólna;25
440;Grupa Inwest;2018-03-23;Fabryczna 5;mazowieckie;00-446;Warszawa;https://www.otodom.pl/shop/grupa-inwest-IDgu8Q/;0;Fabryczna;5
441;Grupa Nobilea sp. z o.o.;2019-03-11;Czerniakowska, 141;mazowieckie;00-453;Warszawa;https://www.otodom.pl/shop/grupa-nobilea-sp-z-o-o-IDoxAs/;0;Czerniakowska;141
442;Grupa Terra Sp. z o.o.;2021-02-11;Modlińska 51;mazowieckie;03-199;Warszawa;https://grupaterra.otodom.pl;0;Modlińska;51
443;Grzegorz Szudzichowski Biuro Nieruchomości;2014-10-18;Ryżowa 48 Lok. U269;mazowieckie;02-495;Warszawa;https://szudzichowski.otodom.pl;0;Ryżowa;48 Lok. U269
444;GTS Invest;2019-07-10;Marszałkowska;mazowieckie;01-918;Warszawa;https://www.otodom.pl/shop/gts-invest-IDqDxK/;0;Marszałkowska;
445;G&T ALLIANCE;2019-08-23;Olesińska 21;mazowieckie;02-548;Warszawa;https://www.otodom.pl/shop/g-t-alliance-IDqQmH/;0;Olesińska;21
446;Gwiazda Nieruchomości;2015-05-04;Gawota 6/ 37-39;mazowieckie;02-830;Warszawa;https://gwiazda.otodom.pl;0;Gawota;6/ 37-39
447;habibi;2018-01-27;GROCHOWSKA 99;mazowieckie;04-172;Warszawa;https://www.otodom.pl/shop/habibi-IDf963/;0;GROCHOWSKA;99
448;Habitar;2015-08-08;Bukowińska 22B;mazowieckie;02-703;Warszawa;https://www.otodom.pl/shop/habitar-ID49PW/;0;Bukowińska;22B
449;HABITAT Pośrednictwo w obrocie nieruchomościami Ewa Walichnowska;2020-07-24;Wąwozowa 27 lok. 14;mazowieckie;02-796;Warszawa;https://www.otodom.pl/shop/habitat-posrednictwo-w-obrocie-nieruchomosciami-ewa-walichnowska-IDwoic/;0;Wąwozowa;27 lok. 14
450;HABITAT WARSAW;2020-02-05;Prosta 70;mazowieckie;00-838;Warszawa;https://habitatwarsaw.otodom.pl;0;Prosta;70
451;Hamilton International;2020-10-09;Złota 44;mazowieckie;00-120;Warszawa;https://www.otodom.pl/shop/hamilton-international-IDvaJI/;0;Złota;44
452;Hampton Home Nieruchomości;2017-10-03;Przejazd 4 lok.U4;mazowieckie;02-654;Warszawa;https://hamptonhome.otodom.pl;0;Przejazd;4 lok.U4
453;Hampton Premium Real Estate;2017-03-31;Wilanów;mazowieckie;02-989;Warszawa;https://www.otodom.pl/shop/hampton-premium-real-estate-IDav4I/;0;Wilanów;
454;Hanna Bratko Consulting;2018-02-02;Różna 13;mazowieckie;02-548;Warszawa;https://www.otodom.pl/shop/hanna-bratko-consulting-IDfj3p/;0;Różna;13
455;Happy Home;2021-02-17;Surowieckiego 4/64;mazowieckie;02-785;Warszawa;https://www.otodom.pl/shop/happy-home-IDvZys/;0;Surowieckiego;4/64
456;Happy Home;2018-04-26;Twarda 18;mazowieckie;00-105;Warszawa;https://www.otodom.pl/shop/happy-home-IDgUJa/;0;Twarda;18
457;Happy House;2010-06-24;Kasprzaka 31/116;mazowieckie;01-234;Warszawa;https://www.otodom.pl/shop/happy-house-IDYXY/;0;Kasprzaka;31/116
458;HAUSEEFFECKT;2019-01-21;Odkryta 11D /1;mazowieckie;03-140;Warszawa;https://www.otodom.pl/shop/hauseeffeckt-IDnmFa/;0;Odkryta;11D /1
459;HBT Nieruchomości;2020-07-06;Al. Jerozolimskie 56;mazowieckie;00-803;Warszawa;https://www.otodom.pl/shop/hbt-nieruchomosci-IDwr3Z/;0;Al. Jerozolimskie;56
460;HB Reavis;2020-11-04;Postępu 14;mazowieckie;02-676;Warszawa;https://www.otodom.pl/shop/hb-reavis-IDv6wl/;0;Postępu;14
461;Health Properties;2015-06-22;Gagarina 26;mazowieckie;02-754;Warszawa;https://healthproperties.otodom.pl;0;Gagarina;26
462;Hello Home Agencja Nieruchomości;2016-06-10;Kazimierza Wyki 1 / 209;mazowieckie;01-318;Warszawa;https://hellohome.otodom.pl;0;Kazimierza Wyki;1 / 209
463;High Level Sales & Marketing;2021-03-25;Twarda 4;mazowieckie;00-105;Warszawa;https://www.otodom.pl/shop/high-level-sales-marketing-IDxdWl/;0;Twarda;4
464;High Street NIeruchomości;2016-04-25;Domaniewska 47 lok. 10;mazowieckie;02-672;Warszawa;https://www.otodom.pl/shop/high-street-nieruchomosci-ID6uR5/;0;Domaniewska;47 lok. 10
465;HMS HOME;2021-03-11;Śmiała 1/3/34;mazowieckie;01-523;Warszawa;https://www.otodom.pl/shop/hms-home-IDx6Pz/;0;Śmiała;1/3/34
466;Home4.pl Nieruchomości;2020-01-17;CH Młociny Zgrupowania AK Kampinos 15;mazowieckie;01-943;Warszawa;https://home4warszawa.otodom.pl;0;CH Młociny Zgrupowania AK Kampinos;15
467;Homebird;2018-09-20;Górna Droga 12;mazowieckie;02-495;Warszawa;https://homebird.otodom.pl;0;Górna Droga;12
468;HOMEHUNTERS;2016-08-04;Aleja Krakowska 291 lok. U6;mazowieckie;02-133;Warszawa;https://homehunters.otodom.pl;0;Aleja Krakowska;291 lok. U6
469;Homely Estates;2020-09-10;Nowy Świat 33/13;mazowieckie;00-029;Warszawa;https://www.otodom.pl/shop/homely-estates-IDwVIC/;0;Nowy Świat;33/13
470;HomeOne;2014-11-28;Limanowskiego 11 lok. 8U;mazowieckie;02-943;Warszawa;https://homeone.otodom.pl;0;Limanowskiego;11 lok. 8U
471;HOMEPLUS Nieruchomości;2021-03-01;Podwale 11 lok. 111;mazowieckie;00-252;Warszawa;https://www.otodom.pl/shop/homeplus-nieruchomosci-IDtxod/;0;Podwale;11 lok. 111
472;homePros;2015-08-05;Wenecka 14;mazowieckie;03-244;Warszawa;https://www.otodom.pl/shop/homepros-ID48B9/;0;Wenecka;14
473;Homes&Co;2018-09-30;Okopowa 47 lok.42;mazowieckie;01-059;Warszawa;https://homesandco.otodom.pl;0;Okopowa;47 lok.42
474;Home&Sleep Swarzędz;2020-07-09;Domaniewska 37/2;mazowieckie;02-672;Warszawa;https://www.otodom.pl/shop/home-sleep-swarzedz-IDwtBF/;0;Domaniewska;37/2
475;Homest Polska;2011-05-31;Stawki 2a lok. 37;mazowieckie;00-193;Warszawa;https://homestpolska.otodom.pl;0;Stawki;2a lok. 37
476;Homey Nieruchomości Patrycja Jasińska;2021-04-22;Piękna 24/26A;mazowieckie;00-549;Warszawa;https://www.otodom.pl/shop/homey-nieruchomosci-patrycja-jasinska-IDxter/;0;Piękna;24/26A
477;Homez.pl;2020-02-02;Grójecka 194/333;mazowieckie;02-390;Warszawa;https://www.otodom.pl/shop/homez-pl-IDu6QX/;0;Grójecka;194/333
478;HOME 4 YOU;2014-12-17;Dolna 15;mazowieckie;05-077;Warszawa;https://www.otodom.pl/shop/home-4-you-ID3tK5/;0;Dolna;15
479;Home Broker;2017-09-19;Rondo ONZ 1;mazowieckie;00-124;Warszawa;https://www.otodom.pl/shop/home-broker-IDcwTt/;0;Rondo ONZ;1
480;Home Broker;2018-08-28;Przyokopowa 33;mazowieckie;01-208;Warszawa;https://www.otodom.pl/shop/home-broker-IDkhUc/;0;Przyokopowa;33
481;HOME DESIGN POLAND;2016-11-24;Marymoncka 37/12;mazowieckie;01-868;Warszawa;https://homedesignpoland.otodom.pl;0;Marymoncka;37/12
482;Home factor Rafal Bierzanek;2017-03-23;Floriańska 12;mazowieckie;03-707;Warszawa;https://www.otodom.pl/shop/home-factor-rafal-bierzanek-IDaqhG/;0;Floriańska;12
483;HOME FINANCE CORP S.C. - salon sprzedaży inwestycji dewelopera;2016-02-23;Złota 59;mazowieckie;00-120;Warszawa;https://homefinancecorp.otodom.pl;0;Złota;59
484;Home Leaders;2021-03-31;Sienna 93/3U;mazowieckie;00-815;Warszawa;https://www.otodom.pl/shop/home-leaders-IDxfWq/;0;Sienna;93/3U
485;Home Makers;2017-09-12;Bartycka;mazowieckie;02-716;Warszawa;https://www.otodom.pl/shop/home-makers-IDciRh/;0;Bartycka;
486;Home Maker Sp. z o.o;2019-09-24;Adama Mickiewicza 55;mazowieckie;01-625;Warszawa;https://homemaker.otodom.pl;0;Adama Mickiewicza;55
487;Home Management;2020-03-04;Żelazna 28/30;mazowieckie;00-832;Warszawa;https://www.otodom.pl/shop/home-management-IDuHBu/;0;Żelazna;28/30
488;HOME PARTNERS nieruchomości po prostu...;2011-04-27;www.homepartners.pl;mazowieckie;02-515;Warszawa;https://www.otodom.pl/shop/home-partners-nieruchomosci-po-prostu-ID1nte/;0;;
489;Home Point Nieruchomości;2018-09-03;Międzynarodowa 51 lok.58;mazowieckie;03-922;Warszawa;https://www.otodom.pl/shop/home-point-nieruchomosci-IDksc4/;0;Międzynarodowa;51 lok.58
490;Home Prestige Warszawa;2016-05-05;ul. Kłobucka 6C lok. 14;mazowieckie;02-699;Warszawa;https://agencjanieruchomosci.otodom.pl;0;Kłobucka;6C lok. 14
491;Home Scout;2020-07-06;Nowoursynowska 145/22;mazowieckie;02-776;Warszawa;https://www.otodom.pl/shop/home-scout-IDwryE/;0;Nowoursynowska;145/22
492;Home Select Maria Dembowska;2020-03-03;Wasilkowskiego 6/20;mazowieckie;02-776;Warszawa;https://www.otodom.pl/shop/home-select-maria-dembowska-IDuFoX/;0;Wasilkowskiego;6/20
493;Home Venture;2017-03-06;ul. Skarbka z Gór 132A/2;mazowieckie;03-287;Warszawa;https://homeventure.otodom.pl;0;Skarbka z Gór;132A/2
494;Honorata Gołębiowska-Lisiewicz;2015-08-06;Noakowskiego 8/51;mazowieckie;00-666;Warszawa;https://www.otodom.pl/shop/honorata-golebiowska-lisiewicz-ID49f7/;0;Noakowskiego;8/51
495;Hoog Premium Real Estate;2013-08-22;Leszno 8 lok 11;mazowieckie;01-092;Warszawa;https://hoogrealestate.otodom.pl;0;Leszno;8 lok 11
496;HOOME PREMIUM ESTATES;2020-02-19;Topiel 21 lok 5;mazowieckie;00-342;Warszawa;https://www.otodom.pl/shop/hoome-premium-estates-IDumEa/;0;Topiel;21 lok 5
497;HOSSA Nieruchomości;2008-03-12;Okrzei 2 lok 14;mazowieckie;03-710;Warszawa;https://hossa.otodom.pl;0;Okrzei;2 lok 14
498;Hossa Property;2016-09-06;Wąwozowa, 6;mazowieckie;02-796;Warszawa;https://www.otodom.pl/shop/hossa-property-ID81Ty/;0;Wąwozowa;6
499;Hosthelper sp. z o.o.;2020-11-21;Śliska 3/170;mazowieckie;00-127;Warszawa;https://www.otodom.pl/shop/hosthelper-sp-z-o-o-IDvpLU/;0;Śliska;3/170
500;HouseBook3D;2018-01-15;Jana Kazimierza 7/67;mazowieckie;01-248;Warszawa;https://housebook3d.otodom.pl;0;Jana Kazimierza;7/67
501;Housepol Nieruchomości;2019-04-15;Jana Kazimierza 47;mazowieckie;01-267;Warszawa;https://housepol.otodom.pl;0;Jana Kazimierza;47
502;House Care;2020-06-24;Foksal 3/5;mazowieckie;00-366;Warszawa;https://www.otodom.pl/shop/house-care-IDwnID/;0;Foksal;3/5
503;House Followers - Przyjazna Agencja Nieruchomości;2019-02-12;Marszałkowska 140 lok 61;mazowieckie;00-061;Warszawa;https://housefollowers.otodom.pl;0;Marszałkowska;140 lok 61
504;House of Warsaw - Biuro Nieruchomości Premium;2017-11-07;Mokotowska 67/78;mazowieckie;00-530;Warszawa;https://houseofwarsaw.otodom.pl;0;Mokotowska;67/78
505;House Standard sp. z o. o.;2018-08-03;Jana Pawła II, 27;mazowieckie;00-867;Warszawa;https://www.otodom.pl/shop/house-standard-sp-z-o-o-IDjCqc/;0;Jana Pawła II;27
506;HR Nieruchomości;2018-04-06;Jana Kazimierza 11b m 80;mazowieckie;01-248;Warszawa;https://www.otodom.pl/shop/hr-nieruchomosci-IDgMzi/;0;Jana Kazimierza;11b m 80
507;HSH Nieruchomości Sp. z o.o.;2013-08-14;Aleje Jerozolimskie 29 lok. 29;mazowieckie;00-508;Warszawa;https://www.otodom.pl/shop/hsh-nieruchomosci-sp-z-o-o-ID2zGI/;0;Aleje Jerozolimskie;29 lok. 29
508;HUBERTUS sp. z o.o.;2012-02-23;Jana Pawła II 220/1A domofon 11;mazowieckie;05-077;Warszawa;https://hubertus-nieruchomosci.otodom.pl;0;Jana Pawła II;220/1A domofon 11
509;Hutmen S.A.;2016-07-08;Jagiellońska 76;mazowieckie;03-301;Warszawa;https://www.otodom.pl/shop/hutmen-s-a-ID710U/;0;Jagiellońska;76
510;Hygge Home;2018-01-02;Bzowa 9a;mazowieckie;02-708;Warszawa;https://hyggehome.otodom.pl;0;Bzowa;9a
511;Hyland;2020-07-28;Plac Stanisława Małachowskiego 2;mazowieckie;00-066;Warszawa;https://www.otodom.pl/shop/hyland-IDwnLI/;0;Plac Stanisława Małachowskiego;2
512;Ideal Properties  Sp z o o;2016-04-22;Sarmacka 10D/45;mazowieckie;02-972;Warszawa;https://www.otodom.pl/shop/ideal-properties-sp-z-o-o-ID6srj/;0;Sarmacka;10D/45
513;IDEAZ;2017-05-11;Olesińska 7/9;mazowieckie;02-548;Warszawa;https://ideaz.otodom.pl;0;Olesińska;7/9
514;IDEA nieruchomości;2011-05-17;Spiska 12 lok. 6;mazowieckie;02-302;Warszawa;https://ideanieruchomosci.otodom.pl;0;Spiska;12 lok. 6
515;Idehus;2021-03-26;Pileckiego;mazowieckie;02-781;Warszawa;https://www.otodom.pl/shop/idehus-IDxgF0/;0;Pileckiego;
516;iDid;2016-10-19;Al. Komisji Edukacji Narodowej 93;mazowieckie;02-777;Warszawa;https://www.otodom.pl/shop/idid-ID8F4g/;0;Al. Komisji Edukacji Narodowej;93
517;iDid sp. z o.o.;2020-08-26;Al. Komisji Edukacji Narodowej 93;mazowieckie;02-777;Warszawa;https://www.otodom.pl/shop/idid-sp-z-o-o-IDwP99/;0;Al. Komisji Edukacji Narodowej;93
518;IENKO Nieruchomości;2020-07-10;Nowy Świat, 33/13;mazowieckie;00-029;Warszawa;https://www.otodom.pl/shop/ienko-nieruchomosci-IDwtp0/;0;Nowy Świat;33/13
519;Igor Derewecki NOVUM HOUSE;2020-12-28;Powstańców Śląskich 106D/71;mazowieckie;01-466;Warszawa;https://www.otodom.pl/shop/igor-derewecki-novum-house-IDvBrx/;0;Powstańców Śląskich;106D/71
520;Ilona Łyżwa;2020-03-02;Kaczeńca 88a lok 5;mazowieckie;04-516;Warszawa;https://www.otodom.pl/shop/ilona-lyzwa-IDuHtt/;0;Kaczeńca;88a lok 5
521;Immobiliare24;2020-11-10;Dzielna 60;mazowieckie;01-029;Warszawa;https://immo24.otodom.pl;0;Dzielna;60
522;IMMOPOLSKA;2009-07-31;Kępna 2B / D1;mazowieckie;03-730;Warszawa;https://immopolska.otodom.pl;0;Kępna;2B / D1
523;Imperial Invest;2016-09-23;Młynarska 7;mazowieckie;01-205;Warszawa;https://www.otodom.pl/shop/imperial-invest-ID7PTc/;0;Młynarska;7
524;Imperium Nieruchomości;2018-03-20;Kajki 97/1;mazowieckie;04-621;Warszawa;https://www.otodom.pl/shop/imperium-nieruchomosci-IDgq5x/;0;Kajki;97/1
525;I&M Nieruchomości;2008-09-30;Śniadeckich 21 lok. 7;mazowieckie;00-654;Warszawa;https://www.otodom.pl/shop/i-m-nieruchomosci-IDolQ/;0;Śniadeckich;21 lok. 7
526;INDUO HOUSE;2020-06-09;Perkuna 52;mazowieckie;04-180;Warszawa;https://www.otodom.pl/shop/induo-house-IDwfu8/;0;Perkuna;52
527;InfinityHouse;2015-05-29;Bagno 2/27;mazowieckie;00-112;Warszawa;https://INFINITYHOUSE.otodom.pl;0;Bagno;2/27
528;INFINITY Home;2017-01-11;Wojska Polskiego 29/32;mazowieckie;01-515;Warszawa;https://infinity-home.otodom.pl;0;Wojska Polskiego;29/32
529;INFORMACJA;2018-03-07;Twarda 18;mazowieckie;00-105;Warszawa;https://www.otodom.pl/shop/informacja-IDg64r/;0;Twarda;18
530;INFO DOM NIERUCHOMOŚCI;2015-03-30;Izbicka 1;mazowieckie;04-838;Warszawa;https://www.otodom.pl/shop/info-dom-nieruchomosci-ID3EPs/;0;Izbicka;1
531;InHome Nieruchomości;2020-06-17;Włodarzewska 57;mazowieckie;02-384;Warszawa;https://www.otodom.pl/shop/inhome-nieruchomosci-IDwkCv/;0;Włodarzewska;57
532;Instytut Wyceny Nieruchomości Anna Radomyska-Dłutek;2021-04-23;Przasnyska 6;mazowieckie;01-758;Warszawa;https://www.otodom.pl/shop/instytut-wyceny-nieruchomosci-anna-radomyska-dlutek-IDxsyE/;0;Przasnyska;6
533;Inventure Real Estate sp. z o.o.;2018-04-18;Al. Solidarności 117;mazowieckie;00-140;Warszawa;https://www.otodom.pl/shop/inventure-real-estate-sp-z-o-o-IDh1IA/;0;Al. Solidarności;117
534;Investments Kamil Bednarczyk;2019-10-01;Drawska 29a lok. 81;mazowieckie;02-202;Warszawa;https://www.otodom.pl/shop/investments-kamil-bednarczyk-IDtuiS/;0;Drawska;29a lok. 81
535;INVESTORIUS Sp. z o.o.;2015-01-09;Śniadeckich 17;mazowieckie;00-654;Warszawa;https://investorius.otodom.pl;0;Śniadeckich;17
536;Invest Properties sp. z o.o.;2015-09-28;al. Wincentego Witosa 31;mazowieckie;00-710;Warszawa;https://www.otodom.pl/shop/invest-properties-sp-z-o-o-ID4rf5/;0;al. Wincentego Witosa;31
537;Inwesta;2013-05-23;Odyńca;mazowieckie;02-644;Warszawa;https://inwesta.otodom.pl;0;Odyńca;
538;INWESTOR;2013-01-04;ul. Naruszewicza 30 lok. U6;mazowieckie;02-627;Warszawa;https://www.otodom.pl/shop/inwestor-ID2fSK/;0;Naruszewicza;30 lok. U6
539;Inwestor HM Sp. z o.o.;2018-06-21;Wąchocka, 3/2;mazowieckie;03-934;Warszawa;https://www.otodom.pl/shop/inwestor-hm-sp-z-o-o-IDiuUv/;0;Wąchocka;3/2
540;Inwestycja biuro nieruchomosci;2020-12-09;Sabały 36;mazowieckie;02-174;Warszawa;https://www.otodom.pl/shop/inwestycja-biuro-nieruchomosci-IDvv0f/;0;Sabały;36
541;Inwestycje Hryniewicz;2016-07-28;Hoża 86/410;mazowieckie;00-682;Warszawa;https://www.otodom.pl/shop/inwestycje-hryniewicz-ID7tFk/;0;Hoża;86/410
542;Inwestycje w Nieruchomości;2021-04-07;Żeromskiego 1;mazowieckie;01-887;Warszawa;https://www.otodom.pl/shop/inwestycje-w-nieruchomosci-IDx1ie/;0;Żeromskiego;1
543;Inwest City Jarosław Mielcarz;2016-04-15;Wąchocka 3 lok. 2;mazowieckie;03-934;Warszawa;https://www.otodom.pl/shop/inwest-city-jaroslaw-mielcarz-ID6oNT/;0;Wąchocka;3 lok. 2
544;IP Properties Sp. z o.o.;2021-03-04;Marszałkowska 58;mazowieckie;00-545;Warszawa;https://ip-properties.otodom.pl;0;Marszałkowska;58
545;IRON PRO;2019-04-23;Wolfkego 11/17;mazowieckie;01-494;Warszawa;https://www.otodom.pl/shop/iron-pro-IDpzBe/;0;Wolfkego;11/17
546;Izabela Kurek Real Estate;2020-05-28;Chmielna 2/31;mazowieckie;00-020;Warszawa;https://www.otodom.pl/shop/izabela-kurek-real-estate-IDwauR/;0;Chmielna;2/31
547;IZZY Real Estate;2019-02-14;Kraszewskiego 12A;mazowieckie;02-415;Warszawa;https://www.otodom.pl/shop/izzy-real-estate-IDnXoQ/;0;Kraszewskiego;12A
548;I DEAL;2019-07-17;MARSZAŁKOWSKA 60;mazowieckie;00-545;Warszawa;https://www.otodom.pl/shop/i-deal-IDqDoZ/;0;MARSZAŁKOWSKA;60
549;Jacek Łopatowski;2017-09-22;Puławska 2, Plac Unii;mazowieckie;02-566;Warszawa;https://www.otodom.pl/shop/jacek-lopatowski-IDcotx/;0;Puławska;2
550;Jarosław Zalewski;2019-10-26;Aleje Jerozolimskie 200 lok. 324;mazowieckie;02-486;Warszawa;https://www.otodom.pl/shop/jaroslaw-zalewski-IDtHla/;0;Aleje Jerozolimskie;200 lok. 324
551;JARTOM Real Estate;2008-04-09;Kopernika 30;mazowieckie;00-336;Warszawa;https://www.otodom.pl/shop/jartom-real-estate-IDfN4/;0;Kopernika;30
552;Jaskulski-Nieruchomości;2018-04-18;Stacja Metra ratusz Arsenał;mazowieckie;00-240;Warszawa;https://jaskulski-nieruchomosci.otodom.pl;0;Stacja Metra ratusz Arsenał;
553;Jaworski24.pl;2017-10-16;ul. Klimczaka 1;mazowieckie;02-797;Warszawa;https://jaworski24.otodom.pl;0;Klimczaka;1
554;Jazz House;2016-12-01;Stalowa 5, lokal 1/2;mazowieckie;03-425;Warszawa;https://www.otodom.pl/shop/jazz-house-ID97Fs/;0;Stalowa;5, lokal 1/2
555;JBK Nieruchomości;2016-09-15;Jana Nowaka-Jeziorańskiego 6;mazowieckie;03-984;Warszawa;https://jbk.otodom.pl;0;Jana Nowaka-Jeziorańskiego;6
556;JC Partners Nieruchomości;2021-03-05;Słomińskiego 7/192;mazowieckie;00-195;Warszawa;https://www.otodom.pl/shop/jc-partners-nieruchomosci-IDx6mt/;0;Słomińskiego;7/192
557;JD Premium Real Estate;2019-08-06;Wilcza 66/68 lok.9;mazowieckie;00-679;Warszawa;https://www.otodom.pl/shop/jd-premium-real-estate-IDqHiB/;0;Wilcza;66/68 lok.9
558;Jerzy Wójciak Obsługa Nieruchomości;2015-08-20;Sabały 17A/1;mazowieckie;02-174;Warszawa;https://www.otodom.pl/shop/jerzy-wojciak-obsluga-nieruchomosci-ID44XW/;0;Sabały;17A/1
559;JFK NIERUCHOMOŚCI;2021-02-26;Płużańska 21 m 3;mazowieckie;02-470;Warszawa;https://www.otodom.pl/shop/jfk-nieruchomosci-IDx3Bd/;0;Płużańska;21 m 3
560;JKF Jakub Figielski;2021-01-18;Ryżowa 10;mazowieckie;02-483;Warszawa;https://www.otodom.pl/shop/jkf-jakub-figielski-IDvIyw/;0;Ryżowa;10
561;JKL Property sp. z o.o.;2017-02-27;ul. 17 Stycznia 39;mazowieckie;02-148;Warszawa;https://www.otodom.pl/shop/jkl-property-sp-z-o-o-IDa8bq/;0;17 Stycznia;39
562;Joanna Lebiedź Holding;2017-02-14;Lekka 3 lok. 28;mazowieckie;01-910;Warszawa;https://www.otodom.pl/shop/joanna-lebiedz-holding-ID9NTK/;0;Lekka;3 lok. 28
563;Joanna Sotkiewicz Nieruchomości Real Estate;2021-02-06;Solec;mazowieckie;00-382;Warszawa;https://www.otodom.pl/shop/joanna-sotkiewicz-nieruchomosci-real-estate-IDvTZv/;0;Solec;
564;Jolanta Kudyba Nieruchomości;2014-01-31;Przemysłowa 30;mazowieckie;00-450;Warszawa;https://www.otodom.pl/shop/jolanta-kudyba-nieruchomosci-ID2Kuk/;0;Przemysłowa;30
565;Jolanta Neymann;2020-02-17;Dostatnia 9;mazowieckie;02-987;Warszawa;https://www.otodom.pl/shop/jolanta-neymann-IDuzQV/;0;Dostatnia;9
566;Jones Lang LaSalle;2018-01-29;Plac Europejski 1;mazowieckie;00-844;Warszawa;https://www.otodom.pl/shop/jones-lang-lasalle-IDeVXJ/;0;Plac Europejski;1
567;Joy Properties;2021-03-26;Hlonda 8/117;mazowieckie;02-972;Warszawa;https://www.otodom.pl/shop/joy-properties-IDxg0N/;0;Hlonda;8/117
568;JP Development Jacek Plaskura;2019-09-16;Grzybowska 2/37;mazowieckie;00-131;Warszawa;https://www.otodom.pl/shop/jp-development-jacek-plaskura-IDtwTe/;0;Grzybowska;2/37
569;JS PREMIUM REAL ESTATE;2019-04-17;Tamka 16/3 lok. 32;mazowieckie;00-349;Warszawa;https://www.otodom.pl/shop/js-premium-real-estate-IDp656/;0;Tamka;16/3 lok. 32
570;JUT-BE&ED CORPORATION SP. Z O.O.;2017-08-25;Płocka 5A;mazowieckie;01-231;Warszawa;https://www.otodom.pl/shop/jut-be-ed-corporation-sp-z-o-o-IDc7te/;0;Płocka;5A
571;JW Investment Jolanta Wiśniewska;2015-07-13;Bitwy pod Rokitną 1lok 66;mazowieckie;01-506;Warszawa;https://www.otodom.pl/shop/jw-investment-jolanta-wisniewska-ID3RPI/;0;Bitwy pod Rokitną;1lok 66
572;K3 Nieruchomości;2019-04-29;Łucka 15/326;mazowieckie;00-842;Warszawa;https://www.otodom.pl/shop/k3-nieruchomosci-IDpJvc/;0;Łucka;15/326
573;Kacper Tondera;2020-02-10;Dubois 7/15;mazowieckie;00-182;Warszawa;https://www.otodom.pl/shop/kacper-tondera-IDulN6/;0;Dubois;7/15
574;Kaczorowska Sp.j.;2019-09-30;Turkusowa 23;mazowieckie;05-077;Warszawa;https://www.otodom.pl/shop/kaczorowska-sp-j-IDmzxK/;0;Turkusowa;23
575;Kamil Szulc Nieruchomości;2021-02-19;Chmielna 2/31;mazowieckie;00-020;Warszawa;https://www.otodom.pl/shop/kamil-szulc-nieruchomosci-IDx0oY/;0;Chmielna;2/31
576;Kancelaria Brochocki Sp.z.o.o. Sp.K.;2019-05-13;Krakowskie Przedmieście;mazowieckie;00-325;Warszawa;https://www.otodom.pl/shop/kancelaria-brochocki-sp-z-o-o-sp-k-IDq7cc/;0;Krakowskie Przedmieście;
